Input Graph: 
{ X: 827.0; Y: 207.0 }
{ X: 420.0; Y: 175.0 }
{ X: 334.0; Y: 751.0 }
{ X: 966.0; Y: 444.0 }
{ X: 392.0; Y: 278.0 }
{ X: 927.0; Y: 503.0 }
{ X: 19.0; Y: 684.0 }
{ X: 770.0; Y: 715.0 }
{ X: 658.0; Y: 891.0 }
{ X: 411.0; Y: 567.0 }
{ X: 575.0; Y: 666.0 }
{ X: 347.0; Y: 827.0 }
{ X: 596.0; Y: 730.0 }
{ X: 28.0; Y: 425.0 }
{ X: 381.0; Y: 227.0 }
{ X: 746.0; Y: 400.0 }
{ X: 467.0; Y: 63.0 }
{ X: 975.0; Y: 41.0 }
{ X: 233.0; Y: 508.0 }
{ X: 286.0; Y: 302.0 }
{ X: 2.0; Y: 685.0 }
{ X: 472.0; Y: 797.0 }
{ X: 728.0; Y: 554.0 }
{ X: 592.0; Y: 592.0 }
{ X: 438.0; Y: 674.0 }
{ X: 450.0; Y: 728.0 }
{ X: 278.0; Y: 903.0 }
{ X: 215.0; Y: 220.0 }
{ X: 979.0; Y: 160.0 }
{ X: 714.0; Y: 726.0 }
{ X: 6.0; Y: 728.0 }
{ X: 149.0; Y: 421.0 }
{ X: 276.0; Y: 101.0 }
{ X: 467.0; Y: 706.0 }
{ X: 685.0; Y: 913.0 }
{ X: 222.0; Y: 518.0 }
{ X: 877.0; Y: 715.0 }
{ X: 777.0; Y: 90.0 }
{ X: 494.0; Y: 549.0 }
{ X: 695.0; Y: 893.0 }
{ X: 155.0; Y: 87.0 }
{ X: 466.0; Y: 360.0 }
{ X: 526.0; Y: 98.0 }
{ X: 532.0; Y: 828.0 }
{ X: 497.0; Y: 622.0 }
{ X: 463.0; Y: 121.0 }
{ X: 408.0; Y: 243.0 }
{ X: 776.0; Y: 696.0 }
{ X: 812.0; Y: 10.0 }
{ X: 359.0; Y: 697.0 }
{ X: 673.0; Y: 243.0 }
{ X: 895.0; Y: 613.0 }
{ X: 224.0; Y: 760.0 }
{ X: 412.0; Y: 116.0 }
{ X: 708.0; Y: 576.0 }
{ X: 750.0; Y: 375.0 }
{ X: 968.0; Y: 995.0 }
{ X: 402.0; Y: 638.0 }
{ X: 174.0; Y: 996.0 }
{ X: 953.0; Y: 626.0 }
{ X: 369.0; Y: 833.0 }
{ X: 246.0; Y: 539.0 }
{ X: 931.0; Y: 316.0 }
{ X: 315.0; Y: 250.0 }
{ X: 238.0; Y: 69.0 }
{ X: 795.0; Y: 807.0 }
{ X: 669.0; Y: 772.0 }
{ X: 393.0; Y: 755.0 }
