Input Graph: 
{ X: 430.0; Y: 497.0 }
{ X: 75.0; Y: 393.0 }
{ X: 958.0; Y: 220.0 }
{ X: 409.0; Y: 252.0 }
{ X: 285.0; Y: 128.0 }
{ X: 984.0; Y: 912.0 }
{ X: 785.0; Y: 389.0 }
{ X: 962.0; Y: 403.0 }
{ X: 277.0; Y: 656.0 }
{ X: 463.0; Y: 68.0 }
{ X: 952.0; Y: 641.0 }
{ X: 760.0; Y: 250.0 }
{ X: 459.0; Y: 590.0 }
{ X: 13.0; Y: 875.0 }
{ X: 398.0; Y: 853.0 }
{ X: 246.0; Y: 734.0 }
{ X: 98.0; Y: 597.0 }
{ X: 269.0; Y: 929.0 }
{ X: 951.0; Y: 548.0 }
{ X: 73.0; Y: 154.0 }
{ X: 54.0; Y: 761.0 }
{ X: 227.0; Y: 416.0 }
{ X: 736.0; Y: 474.0 }
{ X: 452.0; Y: 666.0 }
{ X: 340.0; Y: 814.0 }
{ X: 828.0; Y: 902.0 }
{ X: 932.0; Y: 644.0 }
{ X: 596.0; Y: 691.0 }
{ X: 520.0; Y: 969.0 }
{ X: 708.0; Y: 470.0 }
{ X: 159.0; Y: 364.0 }
{ X: 364.0; Y: 423.0 }
{ X: 308.0; Y: 725.0 }
{ X: 309.0; Y: 813.0 }
{ X: 734.0; Y: 681.0 }
{ X: 168.0; Y: 260.0 }
{ X: 406.0; Y: 870.0 }
{ X: 405.0; Y: 45.0 }
{ X: 493.0; Y: 44.0 }
{ X: 861.0; Y: 974.0 }
{ X: 362.0; Y: 625.0 }
{ X: 848.0; Y: 284.0 }
{ X: 134.0; Y: 619.0 }
{ X: 342.0; Y: 687.0 }
{ X: 555.0; Y: 512.0 }
{ X: 561.0; Y: 414.0 }
{ X: 784.0; Y: 353.0 }
{ X: 208.0; Y: 477.0 }
{ X: 197.0; Y: 322.0 }
{ X: 468.0; Y: 685.0 }
{ X: 532.0; Y: 866.0 }
{ X: 950.0; Y: 11.0 }
{ X: 61.0; Y: 664.0 }
{ X: 310.0; Y: 679.0 }
{ X: 32.0; Y: 442.0 }
{ X: 364.0; Y: 54.0 }
{ X: 94.0; Y: 512.0 }
{ X: 98.0; Y: 743.0 }
{ X: 71.0; Y: 910.0 }
{ X: 47.0; Y: 473.0 }
{ X: 933.0; Y: 220.0 }
{ X: 869.0; Y: 441.0 }
{ X: 70.0; Y: 625.0 }
{ X: 507.0; Y: 352.0 }
{ X: 909.0; Y: 995.0 }
{ X: 906.0; Y: 778.0 }
{ X: 40.0; Y: 919.0 }
{ X: 658.0; Y: 775.0 }
{ X: 234.0; Y: 246.0 }
{ X: 317.0; Y: 133.0 }
{ X: 466.0; Y: 725.0 }
{ X: 346.0; Y: 786.0 }
{ X: 385.0; Y: 579.0 }
{ X: 843.0; Y: 382.0 }
{ X: 111.0; Y: 422.0 }
{ X: 839.0; Y: 190.0 }
{ X: 381.0; Y: 261.0 }
{ X: 311.0; Y: 914.0 }
{ X: 931.0; Y: 862.0 }
{ X: 292.0; Y: 286.0 }
{ X: 843.0; Y: 952.0 }
{ X: 861.0; Y: 531.0 }
{ X: 27.0; Y: 674.0 }
{ X: 5.0; Y: 463.0 }
{ X: 942.0; Y: 401.0 }
{ X: 986.0; Y: 775.0 }
{ X: 994.0; Y: 628.0 }
{ X: 591.0; Y: 60.0 }
{ X: 610.0; Y: 283.0 }
{ X: 930.0; Y: 146.0 }
{ X: 613.0; Y: 402.0 }
{ X: 821.0; Y: 921.0 }
{ X: 812.0; Y: 882.0 }
{ X: 904.0; Y: 670.0 }
{ X: 991.0; Y: 640.0 }
{ X: 203.0; Y: 218.0 }
{ X: 71.0; Y: 858.0 }
{ X: 16.0; Y: 617.0 }
{ X: 988.0; Y: 112.0 }
{ X: 590.0; Y: 963.0 }
{ X: 248.0; Y: 448.0 }
{ X: 14.0; Y: 791.0 }
{ X: 505.0; Y: 944.0 }
{ X: 937.0; Y: 553.0 }
{ X: 738.0; Y: 807.0 }
{ X: 391.0; Y: 546.0 }
{ X: 345.0; Y: 3.0 }
{ X: 729.0; Y: 647.0 }
{ X: 161.0; Y: 139.0 }
{ X: 599.0; Y: 112.0 }
{ X: 537.0; Y: 342.0 }
{ X: 385.0; Y: 506.0 }
{ X: 122.0; Y: 265.0 }
{ X: 385.0; Y: 500.0 }
{ X: 44.0; Y: 340.0 }
{ X: 686.0; Y: 996.0 }
{ X: 272.0; Y: 676.0 }
{ X: 889.0; Y: 258.0 }
{ X: 175.0; Y: 81.0 }
{ X: 235.0; Y: 3.0 }
{ X: 576.0; Y: 976.0 }
{ X: 803.0; Y: 223.0 }
{ X: 972.0; Y: 953.0 }
{ X: 532.0; Y: 523.0 }
{ X: 989.0; Y: 458.0 }
{ X: 941.0; Y: 814.0 }
{ X: 826.0; Y: 536.0 }
{ X: 790.0; Y: 902.0 }
{ X: 43.0; Y: 228.0 }
{ X: 624.0; Y: 867.0 }
{ X: 298.0; Y: 491.0 }
{ X: 356.0; Y: 898.0 }
{ X: 735.0; Y: 308.0 }
{ X: 434.0; Y: 66.0 }
{ X: 771.0; Y: 493.0 }
{ X: 290.0; Y: 818.0 }
{ X: 725.0; Y: 629.0 }
{ X: 478.0; Y: 376.0 }
{ X: 414.0; Y: 283.0 }
{ X: 733.0; Y: 2.0 }
{ X: 191.0; Y: 708.0 }
{ X: 961.0; Y: 848.0 }
{ X: 273.0; Y: 296.0 }
{ X: 777.0; Y: 223.0 }
{ X: 299.0; Y: 276.0 }
{ X: 926.0; Y: 894.0 }
{ X: 975.0; Y: 816.0 }
{ X: 945.0; Y: 828.0 }
{ X: 613.0; Y: 769.0 }
{ X: 113.0; Y: 343.0 }
{ X: 605.0; Y: 951.0 }
{ X: 121.0; Y: 509.0 }
{ X: 824.0; Y: 591.0 }
{ X: 119.0; Y: 678.0 }
{ X: 502.0; Y: 185.0 }
{ X: 269.0; Y: 351.0 }
{ X: 840.0; Y: 179.0 }
{ X: 835.0; Y: 807.0 }
{ X: 575.0; Y: 163.0 }
{ X: 418.0; Y: 612.0 }
{ X: 74.0; Y: 432.0 }
{ X: 434.0; Y: 622.0 }
{ X: 242.0; Y: 288.0 }
{ X: 84.0; Y: 850.0 }
{ X: 89.0; Y: 762.0 }
{ X: 687.0; Y: 608.0 }
{ X: 134.0; Y: 205.0 }
{ X: 253.0; Y: 253.0 }
{ X: 561.0; Y: 694.0 }
{ X: 127.0; Y: 648.0 }
{ X: 117.0; Y: 148.0 }
{ X: 868.0; Y: 719.0 }
{ X: 191.0; Y: 191.0 }
{ X: 781.0; Y: 714.0 }
{ X: 787.0; Y: 179.0 }
{ X: 802.0; Y: 622.0 }
{ X: 519.0; Y: 537.0 }
{ X: 29.0; Y: 514.0 }
{ X: 292.0; Y: 933.0 }
{ X: 941.0; Y: 549.0 }
{ X: 156.0; Y: 480.0 }
{ X: 460.0; Y: 261.0 }
{ X: 909.0; Y: 311.0 }
{ X: 681.0; Y: 561.0 }
{ X: 274.0; Y: 337.0 }
{ X: 141.0; Y: 270.0 }
{ X: 602.0; Y: 164.0 }
{ X: 593.0; Y: 765.0 }
{ X: 285.0; Y: 119.0 }
{ X: 412.0; Y: 810.0 }
{ X: 741.0; Y: 144.0 }
{ X: 225.0; Y: 773.0 }
{ X: 410.0; Y: 214.0 }
{ X: 390.0; Y: 539.0 }
{ X: 52.0; Y: 847.0 }
{ X: 230.0; Y: 645.0 }
{ X: 565.0; Y: 34.0 }
{ X: 879.0; Y: 143.0 }
{ X: 179.0; Y: 598.0 }
{ X: 459.0; Y: 361.0 }
{ X: 136.0; Y: 920.0 }
{ X: 402.0; Y: 962.0 }
{ X: 13.0; Y: 456.0 }
{ X: 796.0; Y: 318.0 }
{ X: 250.0; Y: 363.0 }
{ X: 939.0; Y: 406.0 }
{ X: 294.0; Y: 345.0 }
{ X: 550.0; Y: 631.0 }
{ X: 748.0; Y: 543.0 }
{ X: 190.0; Y: 137.0 }
{ X: 843.0; Y: 757.0 }
{ X: 44.0; Y: 73.0 }
{ X: 428.0; Y: 425.0 }
{ X: 192.0; Y: 262.0 }
{ X: 895.0; Y: 689.0 }
{ X: 11.0; Y: 151.0 }
{ X: 934.0; Y: 812.0 }
