Input Graph: 
{ X: 224.0; Y: 550.0 }
{ X: 567.0; Y: 755.0 }
{ X: 840.0; Y: 580.0 }
{ X: 958.0; Y: 621.0 }
{ X: 805.0; Y: 893.0 }
{ X: 267.0; Y: 751.0 }
{ X: 167.0; Y: 942.0 }
{ X: 547.0; Y: 184.0 }
{ X: 835.0; Y: 523.0 }
{ X: 301.0; Y: 323.0 }
{ X: 552.0; Y: 177.0 }
{ X: 431.0; Y: 557.0 }
{ X: 477.0; Y: 708.0 }
{ X: 208.0; Y: 786.0 }
{ X: 616.0; Y: 857.0 }
{ X: 350.0; Y: 663.0 }
{ X: 79.0; Y: 428.0 }
{ X: 480.0; Y: 697.0 }
{ X: 89.0; Y: 617.0 }
{ X: 396.0; Y: 211.0 }
{ X: 205.0; Y: 22.0 }
{ X: 10.0; Y: 419.0 }
{ X: 201.0; Y: 246.0 }
{ X: 982.0; Y: 661.0 }
{ X: 892.0; Y: 823.0 }
{ X: 616.0; Y: 893.0 }
{ X: 364.0; Y: 724.0 }
{ X: 151.0; Y: 304.0 }
{ X: 695.0; Y: 762.0 }
{ X: 369.0; Y: 19.0 }
{ X: 228.0; Y: 94.0 }
{ X: 539.0; Y: 705.0 }
{ X: 666.0; Y: 316.0 }
{ X: 630.0; Y: 536.0 }
{ X: 679.0; Y: 937.0 }
{ X: 551.0; Y: 828.0 }
{ X: 602.0; Y: 905.0 }
{ X: 13.0; Y: 577.0 }
{ X: 24.0; Y: 617.0 }
{ X: 310.0; Y: 525.0 }
{ X: 89.0; Y: 501.0 }
{ X: 297.0; Y: 418.0 }
{ X: 68.0; Y: 537.0 }
{ X: 532.0; Y: 951.0 }
{ X: 717.0; Y: 283.0 }
{ X: 958.0; Y: 551.0 }
{ X: 197.0; Y: 118.0 }
{ X: 989.0; Y: 750.0 }
{ X: 434.0; Y: 743.0 }
{ X: 369.0; Y: 195.0 }
{ X: 185.0; Y: 779.0 }
{ X: 726.0; Y: 704.0 }
{ X: 770.0; Y: 7.0 }
{ X: 492.0; Y: 594.0 }
