Input Graph: 
{ X: 37.0; Y: 166.0 }
{ X: 128.0; Y: 683.0 }
{ X: 46.0; Y: 923.0 }
{ X: 798.0; Y: 532.0 }
{ X: 526.0; Y: 937.0 }
{ X: 553.0; Y: 292.0 }
{ X: 520.0; Y: 121.0 }
{ X: 300.0; Y: 769.0 }
{ X: 815.0; Y: 700.0 }
{ X: 880.0; Y: 157.0 }
{ X: 382.0; Y: 650.0 }
{ X: 865.0; Y: 153.0 }
{ X: 134.0; Y: 923.0 }
{ X: 145.0; Y: 452.0 }
{ X: 98.0; Y: 353.0 }
{ X: 610.0; Y: 392.0 }
{ X: 85.0; Y: 451.0 }
{ X: 248.0; Y: 709.0 }
{ X: 186.0; Y: 531.0 }
{ X: 780.0; Y: 811.0 }
{ X: 602.0; Y: 424.0 }
{ X: 873.0; Y: 139.0 }
{ X: 72.0; Y: 403.0 }
{ X: 865.0; Y: 125.0 }
{ X: 759.0; Y: 516.0 }
{ X: 624.0; Y: 674.0 }
{ X: 794.0; Y: 117.0 }
{ X: 23.0; Y: 443.0 }
{ X: 874.0; Y: 805.0 }
{ X: 761.0; Y: 847.0 }
{ X: 474.0; Y: 94.0 }
{ X: 832.0; Y: 480.0 }
{ X: 757.0; Y: 63.0 }
{ X: 912.0; Y: 334.0 }
{ X: 46.0; Y: 617.0 }
{ X: 298.0; Y: 408.0 }
{ X: 126.0; Y: 381.0 }
{ X: 697.0; Y: 913.0 }
{ X: 105.0; Y: 595.0 }
{ X: 839.0; Y: 400.0 }
{ X: 0.0; Y: 707.0 }
{ X: 904.0; Y: 518.0 }
{ X: 302.0; Y: 791.0 }
{ X: 229.0; Y: 675.0 }
{ X: 791.0; Y: 878.0 }
{ X: 337.0; Y: 161.0 }
{ X: 875.0; Y: 1.0 }
{ X: 222.0; Y: 726.0 }
{ X: 718.0; Y: 857.0 }
{ X: 344.0; Y: 244.0 }
{ X: 299.0; Y: 166.0 }
{ X: 320.0; Y: 860.0 }
{ X: 99.0; Y: 416.0 }
{ X: 961.0; Y: 406.0 }
{ X: 898.0; Y: 777.0 }
{ X: 686.0; Y: 514.0 }
{ X: 89.0; Y: 24.0 }
{ X: 720.0; Y: 496.0 }
{ X: 875.0; Y: 759.0 }
{ X: 955.0; Y: 530.0 }
{ X: 284.0; Y: 989.0 }
{ X: 146.0; Y: 928.0 }
{ X: 244.0; Y: 107.0 }
{ X: 573.0; Y: 971.0 }
{ X: 608.0; Y: 937.0 }
{ X: 265.0; Y: 682.0 }
{ X: 768.0; Y: 1.0 }
{ X: 943.0; Y: 422.0 }
{ X: 56.0; Y: 315.0 }
{ X: 330.0; Y: 857.0 }
{ X: 619.0; Y: 510.0 }
{ X: 53.0; Y: 10.0 }
{ X: 490.0; Y: 972.0 }
{ X: 569.0; Y: 945.0 }
{ X: 809.0; Y: 693.0 }
{ X: 803.0; Y: 976.0 }
{ X: 169.0; Y: 906.0 }
{ X: 835.0; Y: 55.0 }
{ X: 942.0; Y: 723.0 }
{ X: 564.0; Y: 302.0 }
{ X: 393.0; Y: 552.0 }
{ X: 706.0; Y: 742.0 }
{ X: 134.0; Y: 163.0 }
{ X: 558.0; Y: 319.0 }
{ X: 182.0; Y: 283.0 }
{ X: 844.0; Y: 794.0 }
{ X: 789.0; Y: 82.0 }
{ X: 180.0; Y: 712.0 }
{ X: 172.0; Y: 998.0 }
{ X: 963.0; Y: 32.0 }
{ X: 79.0; Y: 338.0 }
{ X: 18.0; Y: 628.0 }
{ X: 440.0; Y: 622.0 }
{ X: 892.0; Y: 60.0 }
{ X: 856.0; Y: 986.0 }
{ X: 820.0; Y: 120.0 }
{ X: 484.0; Y: 102.0 }
{ X: 956.0; Y: 976.0 }
{ X: 44.0; Y: 379.0 }
{ X: 742.0; Y: 990.0 }
{ X: 365.0; Y: 850.0 }
{ X: 85.0; Y: 42.0 }
{ X: 928.0; Y: 756.0 }
{ X: 900.0; Y: 29.0 }
{ X: 423.0; Y: 151.0 }
{ X: 725.0; Y: 6.0 }
{ X: 918.0; Y: 926.0 }
{ X: 794.0; Y: 943.0 }
{ X: 614.0; Y: 304.0 }
{ X: 351.0; Y: 31.0 }
{ X: 107.0; Y: 567.0 }
{ X: 964.0; Y: 976.0 }
{ X: 838.0; Y: 682.0 }
{ X: 726.0; Y: 993.0 }
{ X: 467.0; Y: 906.0 }
{ X: 535.0; Y: 748.0 }
{ X: 900.0; Y: 168.0 }
{ X: 888.0; Y: 321.0 }
{ X: 19.0; Y: 484.0 }
{ X: 805.0; Y: 200.0 }
{ X: 554.0; Y: 327.0 }
{ X: 808.0; Y: 850.0 }
{ X: 997.0; Y: 312.0 }
{ X: 787.0; Y: 872.0 }
{ X: 909.0; Y: 545.0 }
{ X: 193.0; Y: 633.0 }
{ X: 806.0; Y: 571.0 }
{ X: 677.0; Y: 286.0 }
{ X: 914.0; Y: 93.0 }
{ X: 561.0; Y: 465.0 }
{ X: 803.0; Y: 184.0 }
{ X: 975.0; Y: 376.0 }
{ X: 659.0; Y: 20.0 }
{ X: 35.0; Y: 198.0 }
{ X: 214.0; Y: 99.0 }
{ X: 894.0; Y: 954.0 }
{ X: 366.0; Y: 980.0 }
{ X: 291.0; Y: 533.0 }
{ X: 4.0; Y: 97.0 }
{ X: 60.0; Y: 871.0 }
{ X: 237.0; Y: 665.0 }
{ X: 61.0; Y: 649.0 }
{ X: 114.0; Y: 133.0 }
{ X: 510.0; Y: 227.0 }
{ X: 534.0; Y: 86.0 }
{ X: 484.0; Y: 319.0 }
{ X: 586.0; Y: 435.0 }
{ X: 385.0; Y: 435.0 }
{ X: 683.0; Y: 367.0 }
{ X: 430.0; Y: 338.0 }
{ X: 298.0; Y: 968.0 }
