Input Graph: 
{ X: 819.0; Y: 941.0 }
{ X: 565.0; Y: 50.0 }
{ X: 979.0; Y: 202.0 }
{ X: 848.0; Y: 589.0 }
{ X: 227.0; Y: 979.0 }
{ X: 476.0; Y: 693.0 }
{ X: 278.0; Y: 800.0 }
{ X: 284.0; Y: 866.0 }
{ X: 397.0; Y: 523.0 }
{ X: 881.0; Y: 156.0 }
{ X: 947.0; Y: 194.0 }
{ X: 999.0; Y: 180.0 }
{ X: 123.0; Y: 688.0 }
{ X: 743.0; Y: 825.0 }
{ X: 351.0; Y: 196.0 }
{ X: 133.0; Y: 942.0 }
{ X: 193.0; Y: 375.0 }
{ X: 899.0; Y: 570.0 }
{ X: 645.0; Y: 314.0 }
{ X: 19.0; Y: 733.0 }
{ X: 188.0; Y: 917.0 }
{ X: 928.0; Y: 161.0 }
{ X: 210.0; Y: 832.0 }
{ X: 917.0; Y: 902.0 }
{ X: 304.0; Y: 44.0 }
{ X: 499.0; Y: 731.0 }
{ X: 905.0; Y: 953.0 }
{ X: 486.0; Y: 499.0 }
{ X: 248.0; Y: 313.0 }
{ X: 487.0; Y: 829.0 }
{ X: 367.0; Y: 483.0 }
{ X: 354.0; Y: 801.0 }
{ X: 104.0; Y: 88.0 }
{ X: 977.0; Y: 265.0 }
{ X: 591.0; Y: 48.0 }
{ X: 14.0; Y: 348.0 }
{ X: 213.0; Y: 37.0 }
{ X: 740.0; Y: 44.0 }
{ X: 742.0; Y: 493.0 }
{ X: 870.0; Y: 568.0 }
{ X: 539.0; Y: 835.0 }
{ X: 429.0; Y: 250.0 }
{ X: 543.0; Y: 943.0 }
{ X: 669.0; Y: 569.0 }
{ X: 181.0; Y: 440.0 }
{ X: 768.0; Y: 606.0 }
{ X: 655.0; Y: 32.0 }
{ X: 216.0; Y: 91.0 }
{ X: 136.0; Y: 103.0 }
{ X: 696.0; Y: 294.0 }
{ X: 690.0; Y: 981.0 }
{ X: 338.0; Y: 993.0 }
{ X: 551.0; Y: 771.0 }
{ X: 809.0; Y: 253.0 }
{ X: 803.0; Y: 554.0 }
{ X: 488.0; Y: 961.0 }
{ X: 823.0; Y: 825.0 }
{ X: 216.0; Y: 870.0 }
{ X: 814.0; Y: 843.0 }
{ X: 373.0; Y: 909.0 }
{ X: 947.0; Y: 438.0 }
{ X: 929.0; Y: 974.0 }
{ X: 424.0; Y: 123.0 }
{ X: 38.0; Y: 795.0 }
{ X: 656.0; Y: 196.0 }
{ X: 263.0; Y: 914.0 }
{ X: 901.0; Y: 368.0 }
{ X: 30.0; Y: 125.0 }
{ X: 809.0; Y: 776.0 }
{ X: 294.0; Y: 12.0 }
{ X: 160.0; Y: 813.0 }
{ X: 314.0; Y: 632.0 }
{ X: 571.0; Y: 230.0 }
{ X: 212.0; Y: 745.0 }
{ X: 670.0; Y: 661.0 }
{ X: 46.0; Y: 296.0 }
{ X: 546.0; Y: 842.0 }
{ X: 666.0; Y: 181.0 }
{ X: 690.0; Y: 845.0 }
{ X: 484.0; Y: 657.0 }
{ X: 289.0; Y: 376.0 }
{ X: 894.0; Y: 436.0 }
{ X: 504.0; Y: 682.0 }
{ X: 547.0; Y: 519.0 }
{ X: 188.0; Y: 708.0 }
{ X: 204.0; Y: 746.0 }
{ X: 766.0; Y: 470.0 }
{ X: 677.0; Y: 310.0 }
{ X: 776.0; Y: 145.0 }
{ X: 807.0; Y: 555.0 }
{ X: 350.0; Y: 46.0 }
{ X: 46.0; Y: 889.0 }
{ X: 833.0; Y: 725.0 }
{ X: 20.0; Y: 330.0 }
{ X: 268.0; Y: 982.0 }
{ X: 852.0; Y: 126.0 }
{ X: 146.0; Y: 658.0 }
{ X: 935.0; Y: 117.0 }
{ X: 981.0; Y: 978.0 }
{ X: 640.0; Y: 808.0 }
{ X: 63.0; Y: 350.0 }
{ X: 922.0; Y: 798.0 }
{ X: 228.0; Y: 662.0 }
{ X: 680.0; Y: 82.0 }
{ X: 885.0; Y: 155.0 }
{ X: 724.0; Y: 339.0 }
{ X: 262.0; Y: 582.0 }
{ X: 120.0; Y: 417.0 }
{ X: 512.0; Y: 526.0 }
{ X: 495.0; Y: 510.0 }
{ X: 598.0; Y: 437.0 }
{ X: 595.0; Y: 258.0 }
{ X: 523.0; Y: 547.0 }
{ X: 495.0; Y: 228.0 }
{ X: 649.0; Y: 377.0 }
{ X: 350.0; Y: 143.0 }
{ X: 219.0; Y: 390.0 }
{ X: 201.0; Y: 913.0 }
{ X: 451.0; Y: 532.0 }
{ X: 380.0; Y: 413.0 }
{ X: 91.0; Y: 571.0 }
{ X: 537.0; Y: 161.0 }
{ X: 919.0; Y: 395.0 }
{ X: 794.0; Y: 544.0 }
{ X: 256.0; Y: 478.0 }
{ X: 50.0; Y: 976.0 }
{ X: 329.0; Y: 659.0 }
{ X: 563.0; Y: 364.0 }
{ X: 317.0; Y: 459.0 }
{ X: 688.0; Y: 186.0 }
{ X: 494.0; Y: 838.0 }
{ X: 828.0; Y: 732.0 }
{ X: 727.0; Y: 901.0 }
{ X: 928.0; Y: 659.0 }
{ X: 514.0; Y: 953.0 }
{ X: 720.0; Y: 734.0 }
{ X: 858.0; Y: 506.0 }
{ X: 614.0; Y: 590.0 }
{ X: 112.0; Y: 48.0 }
{ X: 444.0; Y: 53.0 }
{ X: 400.0; Y: 84.0 }
{ X: 981.0; Y: 817.0 }
{ X: 605.0; Y: 471.0 }
{ X: 988.0; Y: 620.0 }
{ X: 368.0; Y: 440.0 }
{ X: 506.0; Y: 974.0 }
{ X: 804.0; Y: 290.0 }
{ X: 627.0; Y: 616.0 }
{ X: 940.0; Y: 411.0 }
{ X: 824.0; Y: 203.0 }
{ X: 906.0; Y: 412.0 }
{ X: 709.0; Y: 758.0 }
{ X: 208.0; Y: 999.0 }
{ X: 292.0; Y: 586.0 }
{ X: 554.0; Y: 603.0 }
{ X: 991.0; Y: 216.0 }
{ X: 417.0; Y: 841.0 }
{ X: 505.0; Y: 136.0 }
{ X: 593.0; Y: 793.0 }
{ X: 309.0; Y: 659.0 }
{ X: 339.0; Y: 117.0 }
{ X: 756.0; Y: 625.0 }
{ X: 50.0; Y: 404.0 }
{ X: 930.0; Y: 683.0 }
{ X: 961.0; Y: 31.0 }
{ X: 672.0; Y: 441.0 }
{ X: 810.0; Y: 438.0 }
{ X: 762.0; Y: 12.0 }
{ X: 904.0; Y: 91.0 }
{ X: 570.0; Y: 108.0 }
{ X: 461.0; Y: 108.0 }
{ X: 779.0; Y: 626.0 }
{ X: 851.0; Y: 68.0 }
{ X: 286.0; Y: 182.0 }
{ X: 421.0; Y: 826.0 }
{ X: 406.0; Y: 936.0 }
{ X: 599.0; Y: 944.0 }
{ X: 943.0; Y: 642.0 }
{ X: 769.0; Y: 317.0 }
{ X: 434.0; Y: 612.0 }
{ X: 935.0; Y: 881.0 }
{ X: 145.0; Y: 126.0 }
{ X: 931.0; Y: 614.0 }
{ X: 824.0; Y: 561.0 }
{ X: 432.0; Y: 653.0 }
{ X: 881.0; Y: 61.0 }
{ X: 23.0; Y: 964.0 }
{ X: 103.0; Y: 26.0 }
{ X: 605.0; Y: 686.0 }
{ X: 75.0; Y: 66.0 }
{ X: 58.0; Y: 714.0 }
{ X: 240.0; Y: 508.0 }
{ X: 507.0; Y: 449.0 }
{ X: 202.0; Y: 778.0 }
{ X: 496.0; Y: 220.0 }
{ X: 634.0; Y: 836.0 }
{ X: 981.0; Y: 274.0 }
{ X: 90.0; Y: 993.0 }
{ X: 484.0; Y: 525.0 }
{ X: 415.0; Y: 188.0 }
{ X: 128.0; Y: 165.0 }
{ X: 81.0; Y: 956.0 }
{ X: 107.0; Y: 163.0 }
{ X: 499.0; Y: 273.0 }
{ X: 767.0; Y: 638.0 }
{ X: 592.0; Y: 949.0 }
{ X: 896.0; Y: 840.0 }
{ X: 379.0; Y: 863.0 }
{ X: 295.0; Y: 657.0 }
{ X: 181.0; Y: 217.0 }
{ X: 704.0; Y: 321.0 }
{ X: 2.0; Y: 74.0 }
{ X: 668.0; Y: 82.0 }
{ X: 116.0; Y: 779.0 }
{ X: 670.0; Y: 363.0 }
{ X: 397.0; Y: 118.0 }
{ X: 577.0; Y: 436.0 }
{ X: 680.0; Y: 97.0 }
{ X: 719.0; Y: 656.0 }
{ X: 976.0; Y: 630.0 }
{ X: 954.0; Y: 373.0 }
{ X: 54.0; Y: 758.0 }
{ X: 982.0; Y: 85.0 }
{ X: 230.0; Y: 344.0 }
{ X: 596.0; Y: 159.0 }
{ X: 626.0; Y: 237.0 }
{ X: 624.0; Y: 30.0 }
{ X: 276.0; Y: 110.0 }
{ X: 411.0; Y: 920.0 }
{ X: 822.0; Y: 812.0 }
{ X: 720.0; Y: 870.0 }
{ X: 973.0; Y: 790.0 }
{ X: 674.0; Y: 138.0 }
{ X: 729.0; Y: 301.0 }
{ X: 3.0; Y: 427.0 }
{ X: 893.0; Y: 434.0 }
{ X: 782.0; Y: 914.0 }
{ X: 813.0; Y: 21.0 }
