Input Graph: 
{ X: 514.0; Y: 641.0 }
{ X: 496.0; Y: 858.0 }
{ X: 808.0; Y: 398.0 }
{ X: 966.0; Y: 936.0 }
{ X: 575.0; Y: 979.0 }
{ X: 525.0; Y: 328.0 }
{ X: 921.0; Y: 135.0 }
{ X: 263.0; Y: 875.0 }
{ X: 422.0; Y: 408.0 }
{ X: 884.0; Y: 742.0 }
{ X: 941.0; Y: 229.0 }
{ X: 541.0; Y: 368.0 }
{ X: 633.0; Y: 396.0 }
{ X: 313.0; Y: 264.0 }
{ X: 96.0; Y: 244.0 }
{ X: 434.0; Y: 131.0 }
{ X: 284.0; Y: 283.0 }
{ X: 112.0; Y: 953.0 }
{ X: 542.0; Y: 480.0 }
{ X: 523.0; Y: 560.0 }
{ X: 797.0; Y: 64.0 }
{ X: 764.0; Y: 615.0 }
{ X: 35.0; Y: 76.0 }
{ X: 396.0; Y: 363.0 }
{ X: 607.0; Y: 433.0 }
{ X: 955.0; Y: 548.0 }
{ X: 634.0; Y: 581.0 }
{ X: 129.0; Y: 7.0 }
{ X: 286.0; Y: 392.0 }
{ X: 264.0; Y: 141.0 }
{ X: 65.0; Y: 935.0 }
{ X: 302.0; Y: 442.0 }
{ X: 77.0; Y: 298.0 }
{ X: 310.0; Y: 477.0 }
{ X: 459.0; Y: 158.0 }
{ X: 319.0; Y: 982.0 }
{ X: 66.0; Y: 714.0 }
{ X: 706.0; Y: 842.0 }
{ X: 179.0; Y: 101.0 }
{ X: 320.0; Y: 952.0 }
{ X: 871.0; Y: 45.0 }
{ X: 384.0; Y: 238.0 }
{ X: 718.0; Y: 201.0 }
{ X: 101.0; Y: 11.0 }
{ X: 977.0; Y: 800.0 }
{ X: 917.0; Y: 286.0 }
{ X: 153.0; Y: 758.0 }
{ X: 569.0; Y: 420.0 }
{ X: 236.0; Y: 997.0 }
{ X: 155.0; Y: 358.0 }
{ X: 854.0; Y: 400.0 }
{ X: 506.0; Y: 752.0 }
{ X: 357.0; Y: 192.0 }
{ X: 87.0; Y: 681.0 }
{ X: 98.0; Y: 131.0 }
{ X: 674.0; Y: 944.0 }
{ X: 510.0; Y: 367.0 }
{ X: 380.0; Y: 628.0 }
{ X: 705.0; Y: 970.0 }
{ X: 70.0; Y: 883.0 }
{ X: 331.0; Y: 948.0 }
{ X: 424.0; Y: 731.0 }
{ X: 222.0; Y: 418.0 }
{ X: 930.0; Y: 596.0 }
{ X: 986.0; Y: 404.0 }
{ X: 886.0; Y: 714.0 }
{ X: 607.0; Y: 567.0 }
{ X: 931.0; Y: 510.0 }
{ X: 326.0; Y: 395.0 }
{ X: 769.0; Y: 885.0 }
{ X: 743.0; Y: 573.0 }
{ X: 35.0; Y: 630.0 }
{ X: 59.0; Y: 716.0 }
{ X: 103.0; Y: 559.0 }
{ X: 993.0; Y: 0.0 }
{ X: 238.0; Y: 232.0 }
{ X: 772.0; Y: 749.0 }
{ X: 714.0; Y: 310.0 }
{ X: 467.0; Y: 355.0 }
