Input Graph: 
{ X: 0.28969492584683354; Y: 0.7953471376560339 }
{ X: 0.2695464009929679; Y: 0.23724697418273744 }
{ X: 0.8599439536118656; Y: 0.45290220173177864 }
{ X: 0.9645450777486054; Y: 0.8589589502814478 }
{ X: 0.3244608141077361; Y: 0.9045481414364549 }
{ X: 0.7202831176992298; Y: 0.4740956762862232 }
{ X: 0.03965164681275857; Y: 0.9530353059126554 }
{ X: 0.5580165048707459; Y: 0.4603306271565245 }
{ X: 0.030252948895303056; Y: 0.0017125456687996365 }
{ X: 0.440784409874985; Y: 0.5475380155567068 }
{ X: 0.5098700548333136; Y: 0.28917698624670374 }
{ X: 0.3037131837309397; Y: 0.5778330902026858 }
{ X: 0.5460466090470029; Y: 0.29970493506637597 }
{ X: 0.47885146763375586; Y: 0.6913936903204095 }
{ X: 0.36986542642549525; Y: 0.8494639139974542 }
{ X: 0.014536753947608338; Y: 0.43806298916090736 }
{ X: 0.8300805395817432; Y: 0.34850622743922244 }
{ X: 0.38929301844285047; Y: 0.3147334787259838 }
{ X: 0.49178063400139205; Y: 0.7385435071156574 }
{ X: 0.1202597292512404; Y: 0.228512426672553 }
{ X: 0.8795834911059821; Y: 0.6065026433674411 }
{ X: 0.7661520015712474; Y: 0.3856682018985873 }
{ X: 0.3653619235182297; Y: 0.9738629762810678 }
{ X: 0.8247520545856303; Y: 0.10635816171467372 }
{ X: 0.2005008076486119; Y: 0.26177472430330373 }
{ X: 0.02493200784418992; Y: 0.0651377504238928 }
{ X: 0.19268539986777233; Y: 0.93195852368113 }
{ X: 0.5132077116378924; Y: 0.45725063794666254 }
{ X: 0.5272209586164893; Y: 0.3033864736079389 }
{ X: 0.4348239913439731; Y: 0.5907003231736454 }
{ X: 0.23288356069449678; Y: 0.044744217689408616 }
{ X: 0.409371193983313; Y: 0.4041029412763939 }
{ X: 0.7923021489810617; Y: 0.8426743672028575 }
{ X: 0.40093271661511987; Y: 0.41032128242631827 }
{ X: 0.39687193824718714; Y: 0.7458011841936942 }
{ X: 0.48276417967059015; Y: 0.5658800442737159 }
{ X: 0.3461988586844774; Y: 0.6845364424525754 }
{ X: 0.9965033884087806; Y: 0.5661623703409278 }
{ X: 0.09207556614188428; Y: 0.6666666526377867 }
{ X: 0.6059119989161048; Y: 0.06638769668136402 }
{ X: 0.426988370869826; Y: 0.14872137587136458 }
{ X: 0.7451481212396511; Y: 0.32837066093523726 }
{ X: 0.3171556435652212; Y: 0.0831229759862473 }
{ X: 0.9615702694362572; Y: 0.7930615729709061 }
{ X: 0.8800973634413122; Y: 0.14111747514832795 }
{ X: 0.6530726361855977; Y: 0.07886773930666924 }
{ X: 0.006736009487953387; Y: 0.6114867289202469 }
{ X: 0.6999514311969645; Y: 0.9057563789204929 }
{ X: 0.12802851925088243; Y: 0.4750418239093761 }
{ X: 0.4913027080928337; Y: 0.4451386312587673 }
{ X: 0.6261297547142302; Y: 0.15489775015405927 }
{ X: 0.845951255086126; Y: 0.5955347980051273 }
{ X: 0.3900870058996906; Y: 0.44252931099520465 }
{ X: 0.32791081022147983; Y: 0.6840209452692052 }
{ X: 0.01606577805151177; Y: 0.0996082331803283 }
{ X: 0.45637550432299123; Y: 0.09345663522731773 }
{ X: 0.15210704867182134; Y: 0.6356216783657231 }
{ X: 0.3102425987036439; Y: 0.31549394367728034 }
{ X: 0.4874153462057762; Y: 0.7612717462348207 }
{ X: 0.02716642077888387; Y: 0.9293678454637337 }
{ X: 0.8861785816991093; Y: 0.01765658763093636 }
{ X: 0.6971435497384009; Y: 0.006467602695536034 }
{ X: 0.16591864250085586; Y: 0.08123234539343427 }
{ X: 0.1506293193313436; Y: 0.44068964004295663 }
{ X: 0.02037369423499269; Y: 0.2445567201094363 }
{ X: 0.14118546640161367; Y: 0.7045716016408688 }
{ X: 0.586911334224225; Y: 0.5728135423828858 }
{ X: 0.4226591561412373; Y: 0.5312075076415546 }
{ X: 0.15847327436875147; Y: 0.23611879120521984 }
{ X: 0.2208930934891722; Y: 0.021944450001375793 }
{ X: 0.5400511436980779; Y: 0.5176075443375909 }
{ X: 0.5999670559516752; Y: 0.6798602687077687 }
{ X: 0.5496935372557474; Y: 0.9973026281144388 }
