Input Graph: 
{ X: 0.5593507937713407; Y: 0.23971541741822378 }
{ X: 0.33686423131366017; Y: 0.013617886148581282 }
{ X: 0.28682022607919744; Y: 0.4286201272535658 }
{ X: 0.5332336995353195; Y: 0.23579454392164678 }
{ X: 0.33968596545752694; Y: 0.599675383947513 }
{ X: 0.6234783915033246; Y: 0.3172843941049298 }
{ X: 0.23132139576263677; Y: 0.5296491152898471 }
{ X: 0.04296553847491169; Y: 0.8984700687247965 }
{ X: 0.21918066816565107; Y: 0.4705931170432307 }
{ X: 0.16048945770941836; Y: 0.702943407007033 }
{ X: 0.9930616546505072; Y: 0.3705766933881116 }
{ X: 0.6481751205180056; Y: 0.3305048456480797 }
{ X: 0.8516501548297897; Y: 0.3639514785079656 }
{ X: 0.5896630220599899; Y: 0.5696938896437649 }
{ X: 0.8673453039243356; Y: 0.031147759689841403 }
{ X: 0.8265751219177878; Y: 0.7298508201377287 }
{ X: 0.5393663085664845; Y: 0.9280016537396967 }
{ X: 0.043262280133566144; Y: 0.49270984045521604 }
{ X: 0.43514029436013135; Y: 0.8846139041223265 }
{ X: 0.08983276402450502; Y: 0.7835231760344976 }
{ X: 0.3199716004737134; Y: 0.5737397251311782 }
{ X: 0.0434620716458316; Y: 0.16171679135759365 }
{ X: 0.27499217108884055; Y: 0.8487099240560503 }
{ X: 0.5079840048464009; Y: 0.23107694156933678 }
{ X: 0.30339322996908435; Y: 0.3508832640957751 }
{ X: 0.6517629695650813; Y: 0.5694683857992199 }
{ X: 0.9249382754018302; Y: 0.8866302542803964 }
{ X: 0.48384755552200764; Y: 0.6780835096773907 }
{ X: 0.2587571645451918; Y: 0.07384786721394498 }
{ X: 0.86840532824948; Y: 0.4502229456406577 }
{ X: 0.09442171186308401; Y: 0.7580057732336779 }
{ X: 0.7774389154188898; Y: 0.6596072365430922 }
{ X: 0.4513021832502637; Y: 0.6977237110061711 }
{ X: 0.2817833055072907; Y: 0.9682199821554829 }
{ X: 0.1262054234548169; Y: 0.01988012122013605 }
{ X: 0.7803844407600002; Y: 0.9536819991670625 }
{ X: 0.7292939238940986; Y: 0.9442521104311853 }
{ X: 0.9678590075916813; Y: 0.6561568597679587 }
{ X: 0.7082863151518627; Y: 0.2776864544859039 }
{ X: 0.04033546167881119; Y: 0.14478772685598063 }
{ X: 0.8609390084850992; Y: 0.1778021258129654 }
{ X: 0.6395764591068881; Y: 0.6036652548997434 }
{ X: 0.8358092024074188; Y: 0.686223875194715 }
{ X: 0.0353822688892832; Y: 0.43732699604238656 }
{ X: 0.12129905318330592; Y: 0.5313470989872172 }
{ X: 0.04627572565128191; Y: 0.8957877824546616 }
{ X: 0.022981061387304824; Y: 0.7006340588439965 }
{ X: 0.19846820838925394; Y: 0.7191015990274533 }
{ X: 0.12920477138568887; Y: 0.28244119317314553 }
{ X: 0.6231069954822398; Y: 0.30145453662179866 }
{ X: 0.764984820993513; Y: 0.07737781090044815 }
{ X: 0.19180379479027765; Y: 0.8747890866467263 }
{ X: 0.9341699911297626; Y: 0.4791959663728391 }
{ X: 0.39044457549934086; Y: 0.21195963540388507 }
{ X: 0.24989370995601579; Y: 0.12521159735858745 }
{ X: 0.43128063465766053; Y: 0.34941929975999186 }
{ X: 0.35330573582713565; Y: 0.8162569633971065 }
{ X: 0.1033009654586583; Y: 0.8294378433767783 }
{ X: 0.32058510101038074; Y: 0.2061641833327149 }
{ X: 0.8608856814013311; Y: 0.9618510385768869 }
{ X: 0.5582342789200284; Y: 0.7607802669131191 }
{ X: 0.6507409955169856; Y: 0.605341064063782 }
{ X: 0.6866547015273844; Y: 0.486513096560235 }
{ X: 0.9771151511652953; Y: 0.968248467486898 }
{ X: 0.912003276768887; Y: 0.9284090224150213 }
{ X: 0.705295803588581; Y: 0.9289149552445476 }
{ X: 0.3863305392516596; Y: 0.9377612734442007 }
{ X: 0.10338860635515301; Y: 0.3755578514401956 }
{ X: 0.05599969664903082; Y: 0.7092500265244764 }
{ X: 0.62237692073533; Y: 0.06567544368113598 }
{ X: 0.4983871007772447; Y: 0.5876135151060543 }
{ X: 0.9144630726932287; Y: 0.5049839384258913 }
{ X: 0.2468640017923306; Y: 0.1438503488188252 }
{ X: 0.5896903900845207; Y: 0.34588533297633706 }
{ X: 0.10405935453913351; Y: 0.020953215384559187 }
{ X: 0.2108470407897023; Y: 0.8054667033034533 }
{ X: 0.9434041464390818; Y: 0.04917376366943871 }
{ X: 0.026650710657975196; Y: 0.6030308108491523 }
{ X: 0.49895674772779397; Y: 0.13081874983331399 }
{ X: 0.9432146353518039; Y: 0.9171577675338661 }
{ X: 0.6435096640221339; Y: 0.39457742422394104 }
{ X: 0.2337950233450502; Y: 0.8622981091471776 }
{ X: 0.6549774006440714; Y: 0.11938016646678229 }
{ X: 0.48681953479855766; Y: 0.9848970312523376 }
{ X: 0.9710657441751516; Y: 0.9277883911021105 }
{ X: 0.29219710688583234; Y: 0.2790499440668607 }
{ X: 0.9322220812619653; Y: 0.7489156865165157 }
{ X: 0.16590907341475092; Y: 0.2216892047581671 }
{ X: 0.012867209158034187; Y: 0.05088016481707025 }
{ X: 0.21288142228310802; Y: 0.3273021687153035 }
{ X: 0.040908243121340115; Y: 0.8427882238138298 }
{ X: 0.028138406834838148; Y: 0.7221804033345491 }
{ X: 0.905532732426208; Y: 0.9462493113287376 }
{ X: 0.3362372801489124; Y: 0.2382002952869059 }
{ X: 0.2532841861552172; Y: 0.03642211651402516 }
{ X: 0.8689844577347179; Y: 0.5261347010901847 }
{ X: 0.6724187480008219; Y: 0.9525919572121115 }
{ X: 0.9814327584566283; Y: 0.688496080569943 }
{ X: 0.8655430722307437; Y: 0.7782794602145485 }
{ X: 0.506160014260411; Y: 0.9319106736250194 }
{ X: 0.31053358708165135; Y: 0.1908803928589805 }
{ X: 0.3458288624369553; Y: 0.7390240704749506 }
{ X: 0.9097369444154525; Y: 0.5808368620309567 }
{ X: 0.30402783218203; Y: 0.05993794442127498 }
