Input Graph: 
{ X: 0.7425512844591023; Y: 0.3494751675781068 }
{ X: 0.6364626573434929; Y: 0.18566532991074314 }
{ X: 0.3613605556172792; Y: 0.10871460337528993 }
{ X: 0.6984157466303064; Y: 0.8073297869046544 }
{ X: 0.8187834136837631; Y: 0.2475103169842694 }
{ X: 0.38023044648751525; Y: 0.1841307388245108 }
{ X: 0.3706498213684396; Y: 0.12692970718446572 }
{ X: 0.07736857903148509; Y: 0.5460622076536675 }
{ X: 0.8111553600575208; Y: 0.3523708137551941 }
{ X: 0.2638339984891177; Y: 0.9375325440168742 }
{ X: 0.6284092752493533; Y: 0.30923738024315983 }
{ X: 0.8606111901837564; Y: 0.10655494407918176 }
{ X: 0.7107638619210618; Y: 0.5306451323292266 }
{ X: 0.40488542179347187; Y: 0.47596954339728037 }
{ X: 0.10392510786964237; Y: 0.3971593686520042 }
{ X: 0.5200438135823818; Y: 0.6966964842262413 }
{ X: 0.31884439386182883; Y: 0.6685636778237419 }
{ X: 0.18645787149738657; Y: 0.2830203511624324 }
{ X: 0.6903917646827945; Y: 0.3476600573100095 }
{ X: 0.31304717765651535; Y: 0.8299058931662221 }
{ X: 0.28681016758665956; Y: 0.37610021810632754 }
{ X: 0.1096244393945609; Y: 0.3123448755022794 }
{ X: 0.8699510381284151; Y: 0.6622480528600065 }
{ X: 0.760021591392197; Y: 0.9667342925654668 }
{ X: 0.40629121102552257; Y: 0.9410735580098372 }
{ X: 0.8959973606705118; Y: 0.25428585963594197 }
{ X: 0.6287309846858339; Y: 0.9660777554582158 }
{ X: 0.3719259740759917; Y: 0.40646656749662835 }
{ X: 0.14917348096286465; Y: 0.5332490682611218 }
{ X: 0.8402670604100194; Y: 0.05247062028802263 }
{ X: 0.6218851734785491; Y: 0.8370508746644635 }
{ X: 0.6278169334674019; Y: 0.42872273424859575 }
{ X: 0.4576378452837987; Y: 0.6584402628385359 }
{ X: 0.4127410995217342; Y: 0.6704124024600162 }
{ X: 0.5886315809760927; Y: 0.8849180831681375 }
{ X: 0.20238786259773156; Y: 0.6850596694895795 }
{ X: 0.7841992030560323; Y: 0.8626103055489261 }
{ X: 0.11188337770781465; Y: 0.10811205085139486 }
{ X: 0.017291787444410622; Y: 0.08038049542550008 }
{ X: 0.44350789128262946; Y: 0.8405726196380691 }
{ X: 0.3817455487324414; Y: 0.6859736395392019 }
{ X: 0.5668531315425983; Y: 0.6686595508955337 }
{ X: 0.060329953604114195; Y: 0.33419122452809746 }
{ X: 0.09976109467966121; Y: 0.46549671395908043 }
{ X: 0.8435770102766129; Y: 0.8670975013239055 }
{ X: 0.8900439809800474; Y: 0.4748356182244097 }
{ X: 0.6993919053221512; Y: 0.32625704710458603 }
{ X: 0.29798543735027205; Y: 0.17680857079266166 }
{ X: 0.8934448761125153; Y: 0.7970035279450396 }
{ X: 0.27962302428996766; Y: 0.23571318755046156 }
{ X: 0.16034423692992816; Y: 0.584739848430433 }
{ X: 0.7708119296632958; Y: 0.02982792240884946 }
{ X: 0.425590759909911; Y: 0.22326929335137968 }
{ X: 0.872069906917195; Y: 0.2632590691865154 }
{ X: 0.5783132990574331; Y: 0.8151582202745186 }
{ X: 0.3342035793074968; Y: 0.15981902007049842 }
{ X: 0.794785560478802; Y: 0.2041298187007543 }
{ X: 0.8447158195602671; Y: 0.7389354602793867 }
{ X: 0.9127243243030995; Y: 0.4794891071745112 }
{ X: 0.6149945849479824; Y: 0.6735923259434632 }
{ X: 0.35636860420310035; Y: 0.3125792801027105 }
{ X: 0.7682826936904806; Y: 0.23030147466993411 }
{ X: 0.11234043741967137; Y: 0.6252692329201168 }
{ X: 0.028429280288164827; Y: 0.7911060597204586 }
{ X: 0.2562866272868154; Y: 0.0904723922609243 }
{ X: 0.20942208787185324; Y: 0.45761478078653295 }
{ X: 0.53030181823697; Y: 0.9646967542790348 }
{ X: 0.005701275572108866; Y: 0.2370677191678885 }
{ X: 0.4711328958359826; Y: 0.7526261236664467 }
{ X: 0.5832543907307617; Y: 0.3104331091533873 }
{ X: 0.5891645851878886; Y: 0.2037327843377541 }
{ X: 0.471492528306364; Y: 0.8825356640026092 }
{ X: 0.09818627006123759; Y: 0.1409211621965002 }
{ X: 0.25590781903461246; Y: 0.11421582322877699 }
{ X: 0.6959400699898681; Y: 0.621202994073446 }
{ X: 0.5715122686954749; Y: 0.6365206587904993 }
{ X: 0.895450242403358; Y: 0.9284035185490168 }
{ X: 0.8970575238039323; Y: 0.1469255386720797 }
{ X: 0.4071337086214729; Y: 0.8978991282441796 }
{ X: 0.6500362566283282; Y: 0.5875874940761266 }
{ X: 0.071691979384096; Y: 0.0733860737978208 }
