Input Graph: 
{ X: 0.21967167041747326; Y: 0.4766372217564556 }
{ X: 0.6190924407812417; Y: 0.510794301573658 }
{ X: 0.9375795354093397; Y: 0.7369384962751975 }
{ X: 0.2927194531450622; Y: 0.6632644097110303 }
{ X: 0.8189865031899365; Y: 0.6477007472766272 }
{ X: 0.1062317471200418; Y: 0.4709893969949014 }
{ X: 0.522998646355964; Y: 0.9728138749283922 }
{ X: 0.4441965925014305; Y: 0.8017583183903454 }
{ X: 0.6526634867898002; Y: 0.579878214148626 }
{ X: 0.434149045242359; Y: 0.03266442507071665 }
{ X: 0.13524937737940235; Y: 0.8851812777206416 }
{ X: 0.2038247311548942; Y: 0.5751602967078122 }
{ X: 0.9814313468364554; Y: 0.08383087728985639 }
{ X: 0.767298664300958; Y: 0.435268848730076 }
{ X: 0.9233831915459298; Y: 0.6650444210772722 }
{ X: 0.04003042044807392; Y: 0.3089508031447097 }
{ X: 0.4317757175895005; Y: 0.7125944404635739 }
{ X: 0.4828156730405213; Y: 0.7126284664614999 }
{ X: 0.6116812596026978; Y: 0.49041041249907247 }
{ X: 0.8746436819039668; Y: 0.6488655092445558 }
{ X: 0.4773845435210151; Y: 0.8133368112842678 }
{ X: 0.7144613530817595; Y: 0.3072033060855027 }
{ X: 0.10609967714813684; Y: 0.7030474403750944 }
{ X: 0.7518432961081872; Y: 0.3001532175999415 }
{ X: 0.17059342500847796; Y: 0.8291159791576242 }
{ X: 0.14656834810526742; Y: 0.934345403043041 }
{ X: 0.3507148047369396; Y: 0.23524273574164867 }
{ X: 0.7571021698223055; Y: 0.016833619651881127 }
{ X: 0.12383084854368676; Y: 0.8506377628353282 }
{ X: 0.057986129685054455; Y: 0.6965565675080893 }
{ X: 0.43416862661149636; Y: 0.2865601652375599 }
{ X: 0.1861326025143475; Y: 0.8409551168190985 }
{ X: 0.7410635547774185; Y: 0.41801365110212385 }
{ X: 0.6160261986264646; Y: 0.44774622973131284 }
{ X: 0.9461139790481683; Y: 0.2505982897207083 }
