Input Graph: 
{ X: 0.7604814811327606; Y: 0.4389083163144992 }
{ X: 0.11735149611502227; Y: 0.7871527928600007 }
{ X: 0.8276522670924834; Y: 0.14884631810123328 }
{ X: 0.45767922751115664; Y: 0.8218938039202385 }
{ X: 0.1781034422711082; Y: 0.35896596178696727 }
{ X: 0.2227317732847326; Y: 0.16359644300427212 }
{ X: 0.9532853856184597; Y: 0.12442573184339767 }
{ X: 0.3309772226182822; Y: 0.36962330891775597 }
{ X: 0.8456703338423258; Y: 0.47351938235064417 }
{ X: 0.20339782576187904; Y: 0.6974771899946317 }
{ X: 0.32302599867914006; Y: 0.09703743102859574 }
{ X: 0.4428417452969037; Y: 0.577365807838388 }
{ X: 0.38784551361812125; Y: 0.22903506514376104 }
{ X: 0.29853112567739726; Y: 0.5261728127513405 }
{ X: 0.3719335983201618; Y: 0.21900616871898082 }
{ X: 0.41572639909261333; Y: 0.0028348743897439466 }
{ X: 0.26614908229249545; Y: 0.2954636275081939 }
{ X: 0.3705469096071562; Y: 0.705125247624342 }
{ X: 0.08530346744417838; Y: 0.020925919186838726 }
{ X: 0.48994757990722415; Y: 0.8078433740221038 }
{ X: 0.7682158946008341; Y: 0.9383099515049872 }
{ X: 0.4568520900395333; Y: 0.642410884027593 }
{ X: 0.11292437241762954; Y: 0.9087300962491444 }
{ X: 0.20044212855866905; Y: 0.3178737539748129 }
{ X: 0.24705318673409704; Y: 0.6407035903760718 }
{ X: 0.571602947050862; Y: 0.7833108041940392 }
{ X: 0.13333654252486515; Y: 0.9107619988448261 }
{ X: 0.3035252105836088; Y: 0.8316483519491285 }
{ X: 0.6102985204026851; Y: 0.9754691340277875 }
{ X: 0.7574630174212664; Y: 0.544881175667493 }
{ X: 0.46808931042085133; Y: 0.6748450517210647 }
{ X: 0.9536481997653307; Y: 0.6806997085063559 }
{ X: 0.05947755181166037; Y: 0.7271964143269235 }
{ X: 0.3873608831676558; Y: 0.5005235134093511 }
{ X: 0.9459990692335521; Y: 0.7153530796472036 }
{ X: 0.13015632696835733; Y: 0.538940912993598 }
{ X: 0.07926180436125863; Y: 0.2643108780348231 }
{ X: 0.7162479489008503; Y: 0.814555020136409 }
