Input Graph: 
{ X: 0.8739181813132955; Y: 0.29253051138459707 }
{ X: 0.289191877043799; Y: 0.6154680339470764 }
{ X: 0.944532373711506; Y: 0.9297567759120051 }
{ X: 0.5817868960053433; Y: 0.9081630260416355 }
{ X: 0.8370586472900211; Y: 0.38431261137031714 }
{ X: 0.9874194135409431; Y: 0.3419953925936611 }
{ X: 0.09685332152610637; Y: 0.854970397842867 }
{ X: 0.6903375549568564; Y: 0.5124275219663221 }
{ X: 0.3349668046301275; Y: 0.11526228840998998 }
{ X: 0.7570271147230025; Y: 0.6783198764901769 }
{ X: 0.37392604282325326; Y: 0.023764575874069105 }
{ X: 0.3698846542956643; Y: 0.5007309977214996 }
{ X: 0.6942982760183826; Y: 0.6164133309632064 }
{ X: 0.6116718206617374; Y: 0.6137487869045247 }
{ X: 0.6820360328490696; Y: 0.2808514386733927 }
{ X: 0.3007510420667181; Y: 0.5273530680881873 }
{ X: 0.17660329799122176; Y: 0.5128066527695635 }
{ X: 0.3771022358479815; Y: 0.3623093966444604 }
{ X: 0.8198829635362784; Y: 0.7545010633263132 }
{ X: 0.33912101266108774; Y: 0.9170941206388663 }
{ X: 0.7058656612734205; Y: 0.8150918208460746 }
{ X: 0.23119795241602326; Y: 0.5668506130967773 }
{ X: 0.8311196108023586; Y: 0.3731429455914105 }
{ X: 0.682079227594859; Y: 0.49437689123234163 }
{ X: 0.8460419081597964; Y: 0.06112864681451213 }
{ X: 0.49400850689559916; Y: 0.7531444065731997 }
{ X: 0.6068909792880859; Y: 0.6319676079915186 }
{ X: 0.28264987843190104; Y: 0.6623480283327298 }
{ X: 0.028600295203622172; Y: 0.7075887521517208 }
{ X: 0.6677924406891774; Y: 0.033987436096662105 }
{ X: 0.7383733414143979; Y: 0.6095281371243608 }
{ X: 0.5148356597168279; Y: 0.7319796312514174 }
{ X: 0.030059893740780552; Y: 0.7715571073628967 }
{ X: 0.7270564089780157; Y: 0.06330267891287922 }
{ X: 0.6193133695715156; Y: 0.2343417545007972 }
{ X: 0.08865689464486248; Y: 0.5011708368177918 }
{ X: 0.6995296494357254; Y: 0.7221335748801576 }
{ X: 0.6585941592430589; Y: 0.2402408402097871 }
{ X: 0.7985670485159386; Y: 0.8014914209106843 }
{ X: 0.2151905601488624; Y: 0.08384939487410137 }
{ X: 0.9362474604538942; Y: 0.6220345748956934 }
{ X: 0.2515256774238984; Y: 0.16328204968433935 }
{ X: 0.5826389193182752; Y: 0.7392273253047361 }
{ X: 0.02160939021744268; Y: 0.9890731878909614 }
{ X: 0.9171191997547666; Y: 0.5191945165016265 }
{ X: 0.13733620369257393; Y: 0.33433736811949566 }
{ X: 0.8882209694084955; Y: 0.6255685264132879 }
{ X: 0.2162208935314205; Y: 0.4501318437151175 }
{ X: 0.5742578305171804; Y: 0.08836744117142137 }
{ X: 0.0799153115573078; Y: 0.1128503572911479 }
{ X: 0.34473186907318176; Y: 0.4549044639798976 }
{ X: 0.0035064791336795187; Y: 0.0036482477343706687 }
{ X: 0.32252239117948556; Y: 0.5227285656584533 }
{ X: 0.5155959310868858; Y: 0.9198986386991728 }
{ X: 0.646855883852523; Y: 0.15459648862140096 }
{ X: 0.24916040701038988; Y: 0.3186801332735989 }
{ X: 0.03705717792008667; Y: 0.67547582861987 }
{ X: 0.34319349506961827; Y: 0.6922954709249386 }
{ X: 0.157082014180017; Y: 0.3515795295237062 }
{ X: 0.8951289659149364; Y: 0.27582166081490744 }
{ X: 0.2808306924446943; Y: 0.451431470768064 }
{ X: 0.9640449249848174; Y: 0.5866912860106162 }
{ X: 0.7582430493404966; Y: 0.38896352744430085 }
{ X: 0.6246495059055247; Y: 0.29630495623958697 }
{ X: 0.7821747276093188; Y: 0.44864361874743675 }
{ X: 0.5720477101065331; Y: 0.9336752593661048 }
{ X: 0.9560545953511235; Y: 0.5926351694632718 }
{ X: 0.7772894597069177; Y: 0.9211016676965211 }
{ X: 0.1623235014720371; Y: 0.8499877833294849 }
{ X: 0.6936989903325779; Y: 0.4418769281047302 }
{ X: 0.23165419597463865; Y: 0.787859225128264 }
{ X: 0.5139854125009441; Y: 0.6400245410970482 }
{ X: 0.9129526311572772; Y: 0.5647684805424664 }
{ X: 0.9781346129365208; Y: 0.6520676342902995 }
{ X: 0.644140338248615; Y: 0.0658803035572435 }
{ X: 0.2320822499481051; Y: 0.970828969532788 }
{ X: 0.6237182445558439; Y: 0.6203207969217135 }
{ X: 0.23716819304497128; Y: 0.6412622252291865 }
{ X: 0.6831115511469663; Y: 0.8005243311444864 }
{ X: 0.230372071515891; Y: 0.7883145911222451 }
{ X: 0.45979605104675014; Y: 0.8036118541771053 }
{ X: 0.7353301629389917; Y: 0.9768205190691284 }
{ X: 0.3712054781644245; Y: 0.9148001223988269 }
{ X: 0.624133405555612; Y: 0.9034268011757333 }
{ X: 0.8894203414385341; Y: 0.552842545806735 }
{ X: 0.7299068399819619; Y: 0.9205488784314405 }
{ X: 0.616637849318179; Y: 0.397500969408356 }
{ X: 0.5101701449824579; Y: 0.8923583723937196 }
{ X: 0.6614231406474779; Y: 0.09904893470915677 }
{ X: 0.26097949827273426; Y: 0.8828018324720056 }
{ X: 0.815741695293385; Y: 0.06980610091996031 }
{ X: 0.381850695297103; Y: 0.1756509297788471 }
{ X: 0.032773170386020234; Y: 0.8577039078406665 }
{ X: 0.19146344402407778; Y: 0.1265835834582637 }
{ X: 0.7055062821919004; Y: 0.6018824431673742 }
{ X: 0.7941470220244743; Y: 0.34729663788950327 }
{ X: 0.2461150390938791; Y: 0.0703187004874194 }
{ X: 0.4971470499629306; Y: 0.7216495617749754 }
{ X: 0.4661162288202454; Y: 0.7794859671920095 }
{ X: 0.2786736571743259; Y: 0.7538396235977788 }
{ X: 0.25730815247240024; Y: 0.696044483867484 }
{ X: 0.8067307934559416; Y: 0.7486080442599211 }
{ X: 0.07349055319704889; Y: 0.020563382615782944 }
{ X: 0.5087268584387155; Y: 0.3234776707936169 }
{ X: 0.7129658810639377; Y: 0.5532738968535419 }
{ X: 0.19186643247075363; Y: 0.7530216868579225 }
{ X: 0.9018217376869447; Y: 0.14185368612762161 }
{ X: 0.714323563498515; Y: 0.6451636803956748 }
{ X: 0.17799461234723335; Y: 0.7112426410255215 }
{ X: 0.20719591704167506; Y: 0.44950901629667106 }
{ X: 0.5761148276620806; Y: 0.3754896689917756 }
{ X: 0.3472405268691452; Y: 0.2977072980002481 }
{ X: 0.613132776755767; Y: 0.1316310049427173 }
{ X: 0.1803905577803827; Y: 0.6758461639064265 }
{ X: 0.07472642958078968; Y: 0.6355995474907097 }
{ X: 0.996053385965795; Y: 0.42887642604619547 }
{ X: 0.10248995192719978; Y: 0.5601655113504878 }
{ X: 0.7521900341991409; Y: 0.5970682604382973 }
{ X: 0.0819037872973587; Y: 0.03490846298283545 }
{ X: 0.5511756712892862; Y: 0.5844988291121221 }
{ X: 0.8310858514688203; Y: 0.6682203594959882 }
{ X: 0.6664415259686012; Y: 0.15957105812522965 }
{ X: 0.5903239366028906; Y: 0.6513400899936617 }
{ X: 0.6198979097441958; Y: 0.7875636684330466 }
{ X: 0.3123894962622148; Y: 0.444419049983127 }
{ X: 0.8101386541857968; Y: 0.7952125266659646 }
{ X: 0.7536326101717195; Y: 0.5446181735264289 }
{ X: 0.19142664227530126; Y: 0.8673231146481636 }
{ X: 0.8658581957781318; Y: 0.8362359835504901 }
{ X: 0.5034606796871668; Y: 0.37541437842847936 }
{ X: 0.9889834293551765; Y: 0.022868084999195903 }
{ X: 0.5519235793397669; Y: 0.03839380036112505 }
{ X: 0.3444765927212827; Y: 0.641597914562945 }
{ X: 0.03981148156945424; Y: 0.4152636420822018 }
{ X: 0.3295769208867134; Y: 0.1592184862153445 }
{ X: 0.4495445365872026; Y: 0.7298585148441896 }
{ X: 0.11229584551088223; Y: 0.6504856764494343 }
{ X: 0.4758586437440212; Y: 0.5276141952520336 }
{ X: 0.02719953731231528; Y: 0.5584026692338283 }
{ X: 0.5094786275847536; Y: 0.6643676640490837 }
{ X: 0.27197256116673973; Y: 0.036535568139354546 }
{ X: 0.671572515414133; Y: 0.12718840520578933 }
{ X: 0.40476284505897686; Y: 0.3733603619007091 }
{ X: 0.8989871920465778; Y: 0.18724092805824832 }
{ X: 0.14230792563573602; Y: 0.9986410571486082 }
{ X: 0.5802652454752099; Y: 0.384678594452994 }
{ X: 0.9588424182052456; Y: 0.5718391347746311 }
{ X: 0.24244299600951702; Y: 0.8455686838427977 }
{ X: 0.9857867335354624; Y: 0.6525542330712072 }
{ X: 0.7886299249484969; Y: 0.43084865908058145 }
{ X: 0.7122170190991179; Y: 0.45299603529500354 }
{ X: 0.7863691973154768; Y: 0.21731372976899066 }
{ X: 0.9861164663266331; Y: 0.17248747341242332 }
{ X: 0.3067795543260913; Y: 0.8106356461103996 }
{ X: 0.8164076634919353; Y: 0.41399912136734496 }
{ X: 0.8144784042260661; Y: 0.9904127456090923 }
{ X: 0.4757663891119497; Y: 0.18271490453097106 }
{ X: 0.6082861636528697; Y: 0.1872512600762004 }
{ X: 0.40421657018828216; Y: 0.966628998673918 }
{ X: 0.31271184207065394; Y: 0.29187787548681465 }
{ X: 0.41350651704980446; Y: 0.3991740600215774 }
{ X: 0.9202198767290632; Y: 0.2962834776340483 }
{ X: 0.6922663677409134; Y: 0.003880495820105412 }
{ X: 0.8842782702999772; Y: 0.2668982996468865 }
{ X: 0.11194680901069276; Y: 0.5210673491077464 }
{ X: 0.7631879194334769; Y: 0.149798091392213 }
{ X: 0.33353908135355537; Y: 0.31656404518285175 }
{ X: 0.9146932012882615; Y: 0.9079417801475916 }
{ X: 0.21507612654033614; Y: 0.3724636926725863 }
{ X: 0.7413737658824495; Y: 0.49044024256519136 }
{ X: 0.019915153311318212; Y: 0.3599074251122649 }
{ X: 0.9868177801339258; Y: 0.13385626988324184 }
{ X: 0.9258013157573852; Y: 0.2939000885091214 }
{ X: 0.5825761244013329; Y: 0.495536016957664 }
{ X: 0.33471263104917315; Y: 0.27015719293412277 }
{ X: 0.5458980407146076; Y: 0.11897143592497272 }
{ X: 0.48348630787757374; Y: 0.7839830908889281 }
{ X: 0.42824801662822576; Y: 0.7311940595749042 }
{ X: 0.8552261056259784; Y: 0.13118033029392584 }
{ X: 0.8146038078396072; Y: 0.872200171685669 }
{ X: 0.8914911340561973; Y: 0.39099044286767126 }
{ X: 0.3735358901453225; Y: 0.35640699924338104 }
{ X: 0.5052658178365695; Y: 0.4910657432146296 }
{ X: 0.9580679011508498; Y: 0.0661403065252757 }
{ X: 0.8947110482640084; Y: 0.8544726378101261 }
{ X: 0.2573186454285842; Y: 0.577153145177554 }
{ X: 0.15769676804913912; Y: 0.12872591489127827 }
{ X: 0.4989250596270728; Y: 0.11617597635469212 }
{ X: 0.20711554958027556; Y: 0.49685445483816826 }
{ X: 0.702246636720377; Y: 0.3504979339522183 }
{ X: 0.4869777105586185; Y: 0.07049829399002772 }
{ X: 0.9823510635283988; Y: 0.5095793853951468 }
{ X: 0.9892873933099702; Y: 0.8650365725098592 }
{ X: 0.4047809001448205; Y: 0.3386956484210416 }
{ X: 0.07170022617115435; Y: 0.8567471039049719 }
{ X: 0.8911018451650395; Y: 0.38461219913383315 }
{ X: 0.5759617846401788; Y: 0.6219970223110494 }
{ X: 0.6752320130193942; Y: 0.11329079763368388 }
{ X: 0.7471278283161993; Y: 0.058464678903101475 }
{ X: 0.8105524990831597; Y: 0.3596271943245761 }
{ X: 0.45356532270206473; Y: 0.688392854488528 }
{ X: 0.22779929961854362; Y: 0.609219813402592 }
{ X: 0.2077349983780853; Y: 0.0438731467212603 }
{ X: 0.8437363406795164; Y: 0.6121698531091435 }
{ X: 0.48775509736973255; Y: 0.6341616883991747 }
{ X: 0.22060986184864162; Y: 0.8289125419788285 }
{ X: 0.8597462396540502; Y: 0.9950259956791024 }
{ X: 0.27638398344254844; Y: 0.20807979695107526 }
{ X: 0.40095778978438223; Y: 0.3201232516832383 }
{ X: 0.5457575987470789; Y: 0.7963938586624799 }
{ X: 0.9236751499387148; Y: 0.17440957101153365 }
{ X: 0.491962405017596; Y: 0.6805924925157042 }
{ X: 0.4999086722956261; Y: 0.7895808933605851 }
{ X: 0.3693423191136115; Y: 0.7613851967313889 }
{ X: 0.7868634829326888; Y: 0.4415446792345715 }
{ X: 0.1367140020962494; Y: 0.859440737758049 }
{ X: 0.653190761139707; Y: 0.4099232496638491 }
{ X: 0.9215087684600325; Y: 0.6534060651940139 }
{ X: 0.6060201835741456; Y: 0.01958812173068991 }
{ X: 0.5346956341298257; Y: 0.9499562113406422 }
{ X: 0.5187737493255895; Y: 0.26422574968409906 }
{ X: 0.5364857043886171; Y: 0.7858757341803542 }
{ X: 0.15976056120613735; Y: 0.511934336367582 }
{ X: 0.3528177303727814; Y: 0.8621711002824554 }
{ X: 0.0215531965660819; Y: 0.7928521545441183 }
{ X: 0.9426249905970181; Y: 0.8102146558372623 }
{ X: 0.9511451386436542; Y: 0.16881684912711825 }
{ X: 0.5158833559479324; Y: 0.7899195972226626 }
{ X: 0.08088949941682977; Y: 0.6850561748027808 }
{ X: 0.8024406201026478; Y: 0.919946186972271 }
{ X: 0.5602189669019714; Y: 0.4039099082735288 }
{ X: 0.3716271773288343; Y: 0.039939490816661705 }
{ X: 0.5881470439545348; Y: 0.02058301707891197 }
{ X: 0.5026477868958323; Y: 0.30479797269600395 }
{ X: 0.2465504966154497; Y: 0.5609300477410704 }
{ X: 0.10575465506487214; Y: 0.11097373005506461 }
{ X: 0.6342331386630461; Y: 0.6612708747957943 }
{ X: 0.1942018868124502; Y: 0.8548036318130987 }
{ X: 0.8017707214025289; Y: 0.9302375946423387 }
{ X: 0.40698101671422215; Y: 0.022871992307976208 }
{ X: 0.9871372043644813; Y: 0.892652646168382 }
{ X: 0.08233779035276367; Y: 0.11440429692681009 }
{ X: 0.6521122355490439; Y: 0.01543831461232148 }
{ X: 0.38207035271139345; Y: 0.8956922550945645 }
{ X: 0.8194698039628662; Y: 0.31555732809025894 }
{ X: 0.9666085976848978; Y: 0.4865501284665803 }
{ X: 0.21094829541683036; Y: 0.04998486716264727 }
{ X: 0.7208746712565763; Y: 0.7788022821709542 }
{ X: 0.6860016461107405; Y: 0.9877116670656274 }
{ X: 0.030924948716574474; Y: 0.6868019665513502 }
{ X: 0.48133186967646135; Y: 0.7637784882785413 }
{ X: 0.11137300163376429; Y: 0.7299813070585048 }
{ X: 0.7512026969091843; Y: 0.8153417393607816 }
{ X: 0.8835939941654284; Y: 0.447432763060743 }
{ X: 0.9085346634629494; Y: 0.39977043832249337 }
{ X: 0.9047103522425548; Y: 0.14452151168112437 }
{ X: 0.2667812357284879; Y: 0.19477441567158127 }
{ X: 0.8473584448604209; Y: 0.47152931545476273 }
{ X: 0.48258629526835306; Y: 0.9805636771806333 }
{ X: 0.030236880971496904; Y: 0.334329583233677 }
{ X: 0.29922294455643605; Y: 0.9040390828359564 }
{ X: 0.4994356545708647; Y: 0.6370936615920746 }
{ X: 0.0908132838445771; Y: 0.8250143196169795 }
{ X: 0.1605469202851172; Y: 0.35702834928148885 }
{ X: 0.7073298818625924; Y: 0.24446904144615578 }
{ X: 0.46155669165957913; Y: 0.4511447315933167 }
{ X: 0.12037805373262389; Y: 0.31483328806807254 }
{ X: 0.12651803583855803; Y: 0.09505825267237022 }
{ X: 0.36975966880413036; Y: 0.432303160506026 }
{ X: 0.4400053548566898; Y: 0.7538199289238955 }
{ X: 0.31081809352874823; Y: 0.9111877903489656 }
{ X: 0.5823500590151849; Y: 0.5847789940867005 }
{ X: 0.6625644705406983; Y: 0.24028743150545262 }
{ X: 0.5156573119680093; Y: 0.6724766108939438 }
{ X: 0.856585028468934; Y: 0.4213029649972774 }
{ X: 0.9206042274976107; Y: 0.5955710144000322 }
{ X: 0.18673004087921985; Y: 0.8892765113189303 }
{ X: 0.6840190932970952; Y: 0.8257937367963417 }
{ X: 0.7595835477270505; Y: 0.5150633813309243 }
{ X: 0.43724213584891647; Y: 0.45893715958491754 }
{ X: 0.7457148451497896; Y: 0.18983526882942325 }
